Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP1304,Female,No,1,Graduate,No,8272,0,166.0,180.0,1.0,Urban,Y
LP1305,Female,Yes,0,Not Graduate,No,7202,738,116.0,360.0,1.0,Rural,Y
LP1306,Male,Yes,3+,Graduate,No,7860,761,176.0,360.0,1.0,Urban,Y
LP1307,Male,No,0,Graduate,No,3191,0,267.0,360.0,0.0,Semiurban,N
LP1308,Female,No,0,Graduate,No,20415,0,127.0,360.0,1.0,Urban,Y
LP1309,Male,Yes,0,Graduate,Yes,6642,1209,133.0,180.0,1.0,Semiurban,Y
LP1310,Male,No,0,Graduate,No,6828,0,128.0,360.0,1.0,Semiurban,Y
LP1311,Male,Yes,2,Graduate,Yes,3836,5335,101.0,360.0,0.0,Semiurban,Y
LP1312,Male,Yes,3+,Graduate,No,3628,632,163.0,60.0,1.0,Semiurban,Y
LP1313,Female,Yes,0,Graduate,No,8489,621,156.0,360.0,0.0,Rural,Y
LP1314,Female,Yes,0,Graduate,No,10356,1322,88.0,360.0,1.0,Semiurban,Y
LP1315,Male,Yes,1,Graduate,No,9631,1152,119.0,180.0,1.0,Urban,Y
LP1316,Male,Yes,2,Graduate,Yes,5215,473,171.0,360.0,1.0,Semiurban,Y
LP1317,Male,No,1,Not Graduate,No,9418,0,203.0,180.0,1.0,Urban,Y
LP1318,Male,Yes,0,Not Graduate,Yes,6789,1349,225.0,120.0,1.0,Rural,N
LP1319,Male,Yes,0,Graduate,No,6193,877,210.0,360.0,1.0,Semiurban,Y
LP1320,Male,No,1,Not Graduate,No,4281,0,159.0,360.0,0.0,Urban,N
LP1321,Female,No,0,Graduate,No,5444,0,96.0,360.0,0.0,Rural,N
LP1322,Male,No,1,Graduate,No,8562,0,147.0,360.0,1.0,Rural,Y
LP1323,Male,No,0,Graduate,Yes,7975,0,72.0,360.0,1.0,Urban,Y
LP1324,Female,No,2,Graduate,No,7547,0,171.0,360.0,1.0,Semiurban,Y
LP1325,Female,Yes,0,Graduate,Yes,3139,390,126.0,180.0,1.0,Rural,Y
LP1326,Male,Yes,1,Graduate,No,7575,189,79.0,360.0,1.0,Urban,Y
LP1327,Male,Yes,0,Graduate,No,5714,1572,182.0,360.0,0.0,Semiurban,N
LP1328,Male,Yes,1,Graduate,No,7997,923,266.0,360.0,0.0,Rural,N
LP1329,Male,Yes,0,Graduate,No,11016,2722,92.0,180.0,1.0,Urban,Y
LP1330,Male,No,1,Graduate,No,6016,0,188.0,360.0,1.0,Rural,N
LP1331,Female,Yes,1,Graduate,No,7372,1566,138.0,360.0,1.0,Rural,Y
LP1332,Male,Yes,1,Graduate,No,14236,778,121.0,180.0,1.0,Urban,Y
LP1333,Male,Yes,1,Not Graduate,No,7850,1291,121.0,360.0,1.0,Rural,Y
LP1334,Male,No,1,Not Graduate,No,7042,0,138.0,360.0,1.0,Urban,Y
LP1335,Male,Yes,2,Graduate,Yes,5245,937,138.0,180.0,1.0,Semiurban,Y
LP1336,Female,No,0,Not Graduate,No,9516,0,157.0,360.0,1.0,Urban,Y
LP1337,Female,Yes,2,Graduate,No,4933,2536,117.0,60.0,1.0,Semiurban,Y
LP1338,Male,Yes,0,Not Graduate,No,11204,1493,125.0,360.0,1.0,Rural,Y
LP1339,Male,Yes,0,Graduate,Yes,9005,2298,194.0,360.0,0.0,Urban,N
LP1340,Male,No,0,Graduate,No,5785,0,114.0,180.0,1.0,Urban,Y
LP1341,,,,Graduate,,5307,876,,,,Urban,Y
LP1342,Male,No,2,Graduate,Yes,5352,0,141.0,360.0,1.0,Urban,Y
LP1343,Male,Yes,1,Graduate,No,3649,500,131.0,180.0,1.0,Semiurban,Y
LP1344,Male,Yes,2,Graduate,No,8413,1741,300.0,180.0,1.0,Semiurban,Y
LP1345,Male,No,0,Graduate,No,3258,0,102.0,60.0,0.0,Rural,N
LP1346,Male,No,0,Graduate,Yes,6879,0,273.0,360.0,1.0,Rural,Y
LP1347,Male,No,0,Graduate,No,6719,0,215.0,360.0,0.0,Rural,N
LP1348,Male,No,0,Not Graduate,No,6295,0,127.0,360.0,1.0,Rural,Y
LP1349,,,,Graduate,,8392,0,,,,Urban,Y
LP1350,Male,No,0,Graduate,No,5790,0,66.0,180.0,0.0,Semiurban,N
LP1351,Female,No,0,Graduate,Yes,7582,0,123.0,360.0,1.0,Semiurban,Y
LP1352,Male,No,1,Graduate,No,11203,0,114.0,360.0,0.0,Semiurban,N
LP1353,Male,No,1,Graduate,No,8761,0,183.0,360.0,1.0,Semiurban,Y
LP1354,Male,Yes,3+,Not Graduate,Yes,6097,1085,205.0,360.0,0.0,Rural,N
LP1355,Male,No,3+,Graduate,No,7120,0,182.0,60.0,1.0,Urban,Y
LP1356,Male,Yes,1,Graduate,No,6297,3000,167.0,360.0,1.0,Semiurban,Y
LP1357,Male,No,0,Not Graduate,No,6684,0,223.0,360.0,1.0,Urban,Y
LP1358,Female,No,1,Graduate,Yes,7667,0,210.0,180.0,1.0,Urban,Y
LP1359,Male,Yes,2,Graduate,No,4216,2610,126.0,360.0,0.0,Urban,N
LP1360,Male,No,0,Graduate,No,3891,0,131.0,360.0,1.0,Urban,Y
LP1361,Male,Yes,0,Graduate,No,5089,2371,206.0,360.0,1.0,Semiurban,Y
LP1362,Male,Yes,2,Graduate,Yes,8539,1820,157.0,360.0,1.0,Semiurban,Y
LP1363,Male,No,0,Graduate,No,8975,0,160.0,360.0,1.0,Semiurban,Y
LP1364,Female,Yes,1,Graduate,No,9475,850,168.0,180.0,1.0,Rural,Y
LP1365,Male,No,1,Not Graduate,No,5160,0,86.0,360.0,1.0,Semiurban,Y
LP1366,Female,No,0,Graduate,No,7357,0,124.0,120.0,0.0,Rural,N
LP1367,Female,Yes,0,Graduate,No,6165,260,189.0,180.0,1.0,Rural,N
LP1368,Male,Yes,0,Graduate,No,6785,4703,124.0,360.0,1.0,Rural,Y
LP1369,Male,Yes,0,Graduate,No,6125,1634,146.0,360.0,1.0,Semiurban,Y
LP1370,Male,Yes,0,Graduate,No,7827,1812,189.0,360.0,1.0,Semiurban,Y
LP1371,,,,Graduate,,5536,0,,,,Semiurban,Y
LP1372,Male,Yes,0,Not Graduate,No,10719,843,238.0,120.0,1.0,Rural,Y
LP1373,Male,Yes,0,Graduate,No,10756,374,243.0,360.0,1.0,Rural,Y
LP1374,Male,Yes,0,Graduate,No,8441,2229,151.0,360.0,0.0,Urban,Y
LP1375,Male,Yes,3+,Graduate,No,10238,438,146.0,360.0,1.0,Rural,Y
LP1376,Female,No,0,Graduate,No,4161,0,105.0,360.0,1.0,Rural,Y
LP1377,Male,Yes,0,Graduate,No,10960,318,267.0,360.0,1.0,Semiurban,Y
LP1378,Female,No,2,Graduate,No,8143,0,144.0,360.0,1.0,Urban,Y
LP1379,Male,Yes,2,Graduate,No,5653,774,264.0,360.0,1.0,Urban,Y
LP1380,Male,No,0,Graduate,No,5454,0,177.0,360.0,0.0,Urban,N
LP1381,Male,Yes,2,Not Graduate,No,12391,3801,231.0,360.0,1.0,Semiurban,Y
LP1382,Male,Yes,0,Not Graduate,No,9533,1810,155.0,360.0,1.0,Urban,Y
LP1383,Female,No,0,Graduate,No,6720,0,195.0,360.0,1.0,Urban,Y
LP1384,Female,Yes,0,Not Graduate,No,4145,2511,234.0,360.0,1.0,Semiurban,Y
LP1385,Female,No,0,Graduate,No,11176,0,133.0,360.0,0.0,Urban,Y
LP1386,Male,No,1,Not Graduate,No,4692,0,244.0,360.0,1.0,Rural,Y
LP1387,Male,Yes,0,Graduate,No,6204,1417,110.0,120.0,1.0,Rural,Y
LP1388,Female,Yes,0,Not Graduate,Yes,6716,2280,297.0,360.0,1.0,Rural,Y
LP1389,Female,No,1,Not Graduate,No,5425,0,168.0,360.0,1.0,Rural,N
LP1390,Female,Yes,2,Graduate,No,6608,1035,125.0,180.0,1.0,Rural,Y
LP1391,Male,Yes,0,Not Graduate,No,7081,1084,213.0,180.0,1.0,Rural,N
LP1392,Male,Yes,1,Graduate,No,6559,2792,180.0,360.0,1.0,Rural,Y
LP1393,Female,Yes,0,Graduate,No,7969,693,88.0,360.0,1.0,Rural,Y
LP1394,Male,Yes,2,Graduate,No,12573,556,138.0,360.0,1.0,Rural,Y
LP1395,Female,No,1,Graduate,No,4213,0,111.0,360.0,1.0,Semiurban,Y
LP1396,Female,No,3+,Graduate,No,7519,0,115.0,180.0,0.0,Semiurban,N
LP1397,Male,No,0,Graduate,No,4709,0,113.0,360.0,1.0,Rural,Y
LP1398,Female,No,0,Not Graduate,No,4077,0,192.0,360.0,0.0,Semiurban,N
LP1399,Female,Yes,0,Graduate,No,9941,302,219.0,360.0,1.0,Semiurban,Y
LP1400,Male,No,0,Graduate,Yes,7753,0,121.0,360.0,0.0,Rural,N
LP1401,Female,Yes,0,Not Graduate,No,3992,1577,81.0,360.0,1.0,Rural,Y
LP1402,Male,Yes,3+,Not Graduate,No,6606,439,72.0,180.0,1.0,Semiurban,Y
LP1403,Female,Yes,0,Not Graduate,No,3551,2795,326.0,360.0,1.0,Rural,N
LP1404,Male,Yes,0,Graduate,No,5094,1562,169.0,360.0,1.0,Rural,N
LP1405,Female,No,2,Not Graduate,No,3118,0,214.0,360.0,1.0,Rural,Y
LP1406,Male,No,0,Graduate,No,6690,0,149.0,360.0,1.0,Rural,Y
LP1407,Male,Yes,2,Graduate,No,9094,1887,77.0,360.0,0.0,Semiurban,Y
LP1408,Female,Yes,0,Graduate,No,8750,220,185.0,120.0,1.0,Urban,Y
LP1409,Male,No,0,Graduate,No,6141,0,284.0,360.0,1.0,Semiurban,Y
LP1410,Male,Yes,0,Graduate,No,10118,2984,127.0,180.0,1.0,Urban,Y
LP1411,Female,Yes,0,Graduate,Yes,11544,684,75.0,360.0,1.0,Urban,Y
LP1412,Female,Yes,3+,Graduate,No,9151,882,105.0,360.0,1.0,Urban,Y
LP1413,Male,No,0,Graduate,No,5778,0,218.0,360.0,1.0,Semiurban,Y
LP1414,Male,No,0,Graduate,No,6769,0,179.0,360.0,1.0,Semiurban,Y
LP1415,Male,Yes,0,Graduate,Yes,12415,514,244.0,120.0,1.0,Semiurban,Y
LP1416,Male,Yes,0,Graduate,No,6306,1825,160.0,360.0,0.0,Semiurban,N
LP1417,Male,No,2,Graduate,No,8760,0,204.0,360.0,1.0,Semiurban,Y
LP1418,Male,No,0,Graduate,No,5398,0,137.0,360.0,0.0,Urban,N
LP1419,Female,Yes,1,Graduate,No,10145,1069,108.0,120.0,1.0,Semiurban,Y
LP1420,Female,No,3+,Not Graduate,No,5182,0,204.0,360.0,1.0,Urban,Y
LP1421,Female,Yes,1,Graduate,No,6876,2072,219.0,360.0,1.0,Semiurban,Y
LP1422,Male,Yes,3+,Graduate,No,8645,1759,128.0,360.0,1.0,Semiurban,Y
LP1423,Male,No,0,Graduate,No,13418,0,274.0,360.0,1.0,Rural,Y
LP1424,Male,Yes,0,Graduate,No,7701,2929,277.0,360.0,1.0,Urban,Y
LP1425,Male,Yes,0,Not Graduate,No,6446,258,113.0,180.0,1.0,Semiurban,Y
LP1426,Male,Yes,1,Graduate,Yes,6272,600,115.0,360.0,1.0,Semiurban,Y
LP1427,Female,Yes,3+,Graduate,No,9976,1286,117.0,360.0,0.0,Semiurban,Y
LP1428,Male,No,0,Graduate,No,8386,0,152.0,360.0,1.0,Rural,Y
LP1429,Male,Yes,1,Graduate,No,9027,1146,139.0,360.0,1.0,Urban,Y
LP1430,,,,Graduate,,12068,0,,,,Semiurban,Y
LP1431,Female,Yes,1,Graduate,No,7257,889,118.0,60.0,1.0,Semiurban,Y
LP1432,Male,Yes,0,Graduate,No,8168,3739,77.0,180.0,1.0,Semiurban,Y
LP1433,Male,Yes,3+,Graduate,No,6242,491,81.0,180.0,1.0,Rural,Y
LP1434,Male,No,1,Graduate,Yes,5326,0,94.0,180.0,1.0,Semiurban,Y
LP1435,Female,Yes,0,Not Graduate,No,5690,1830,318.0,360.0,0.0,Urban,N
LP1436,Male,No,0,Not Graduate,No,2908,0,302.0,360.0,1.0,Urban,Y
LP1437,,,,Graduate,,8612,2066,,,,Urban,Y
LP1438,Female,No,0,Graduate,No,8284,0,129.0,360.0,1.0,Urban,Y
LP1439,Male,Yes,0,Graduate,No,8544,597,94.0,360.0,1.0,Semiurban,Y
LP1440,Male,No,2,Graduate,No,5203,0,159.0,360.0,1.0,Rural,N
LP1441,Female,No,1,Graduate,No,5725,0,187.0,360.0,1.0,Rural,Y
LP1442,Male,No,0,Not Graduate,No,5659,0,122.0,180.0,1.0,Rural,Y
LP1443,Male,No,0,Not Graduate,No,10522,0,183.0,360.0,1.0,Semiurban,Y
LP1444,Female,No,2,Graduate,No,7597,0,105.0,120.0,1.0,Rural,Y
LP1445,Female,Yes,1,Graduate,No,7228,111,130.0,360.0,1.0,Urban,Y
LP1446,Female,Yes,0,Graduate,No,9338,1442,145.0,360.0,1.0,Semiurban,Y
LP1447,Female,Yes,1,Graduate,No,5666,1493,306.0,360.0,1.0,Rural,Y
LP1448,Male,No,0,Graduate,No,8095,0,118.0,360.0,1.0,Urban,Y
LP1449,Male,Yes,0,Graduate,No,14117,2346,187.0,360.0,1.0,Urban,Y
LP1450,Female,No,0,Graduate,No,11156,0,112.0,360.0,0.0,Semiurban,Y
LP1451,Male,Yes,0,Graduate,No,8050,1681,107.0,360.0,0.0,Semiurban,Y
LP1452,Male,Yes,0,Graduate,No,7327,1964,122.0,360.0,1.0,Rural,Y
LP1453,Female,Yes,3+,Not Graduate,No,8517,1429,161.0,360.0,1.0,Rural,Y
LP1454,Male,No,2,Graduate,Yes,11752,0,288.0,360.0,1.0,Rural,Y
LP1455,Male,Yes,1,Graduate,No,11426,2909,128.0,360.0,1.0,Semiurban,Y
LP1456,Male,Yes,0,Graduate,No,12520,860,220.0,360.0,1.0,Rural,Y
LP1457,Male,Yes,0,Graduate,No,7753,862,312.0,360.0,1.0,Rural,Y
LP1458,Male,Yes,1,Graduate,No,3250,726,175.0,360.0,1.0,Urban,N
LP1459,Male,Yes,0,Graduate,No,13712,2116,235.0,360.0,1.0,Urban,Y
LP1460,Male,Yes,0,Not Graduate,No,5322,826,119.0,360.0,1.0,Urban,Y
LP1461,Male,No,0,Graduate,No,3381,0,185.0,180.0,1.0,Rural,N
LP1462,Female,Yes,2,Not Graduate,Yes,9281,2536,202.0,360.0,1.0,Semiurban,Y
LP1463,Male,Yes,0,Graduate,Yes,3271,1241,99.0,360.0,1.0,Urban,Y
LP1464,Female,Yes,0,Graduate,No,7174,2597,116.0,360.0,1.0,Semiurban,Y
LP1465,Male,Yes,2,Graduate,No,3256,1312,143.0,360.0,1.0,Rural,Y
LP1466,Male,Yes,0,Graduate,No,6310,684,123.0,360.0,1.0,Rural,Y
LP1467,Female,Yes,0,Graduate,No,12531,212,149.0,360.0,1.0,Urban,Y
LP1468,Male,Yes,0,Graduate,Yes,8087,1446,95.0,360.0,1.0,Semiurban,Y
LP1469,Female,Yes,0,Graduate,No,7146,1007,299.0,360.0,1.0,Urban,Y
LP1470,Male,No,2,Not Graduate,No,8416,0,228.0,360.0,1.0,Rural,Y
LP1471,Female,No,0,Not Graduate,Yes,2607,0,512.0,360.0,1.0,Semiurban,Y
LP1472,Male,No,0,Not Graduate,No,5620,0,102.0,360.0,1.0,Urban,Y
LP1473,Female,Yes,2,Graduate,Yes,5927,1272,187.0,360.0,1.0,Rural,Y
LP1474,Male,Yes,2,Graduate,No,8907,633,123.0,360.0,1.0,Urban,Y
LP1475,Female,Yes,2,Graduate,No,4915,848,107.0,60.0,1.0,Semiurban,Y
LP1476,Male,Yes,0,Graduate,No,7630,368,223.0,120.0,1.0,Semiurban,Y
LP1477,Male,No,0,Graduate,No,6897,0,163.0,360.0,1.0,Semiurban,Y
LP1478,Female,Yes,3+,Graduate,No,5728,1691,140.0,360.0,1.0,Semiurban,Y
LP1479,Male,Yes,2,Graduate,No,5862,344,177.0,360.0,1.0,Semiurban,Y
LP1480,Male,Yes,0,Graduate,No,6874,3982,117.0,360.0,1.0,Urban,Y
LP1481,Male,No,0,Not Graduate,Yes,3540,0,116.0,180.0,1.0,Urban,Y
LP1482,Male,Yes,0,Graduate,No,9386,783,125.0,120.0,1.0,Urban,Y
LP1483,Male,Yes,3+,Graduate,No,5309,1066,241.0,360.0,1.0,Urban,Y
LP1484,Male,Yes,0,Graduate,No,6453,1295,233.0,360.0,0.0,Rural,N
LP1485,Female,Yes,0,Not Graduate,No,12350,2137,101.0,360.0,1.0,Rural,Y
LP1486,Male,Yes,0,Graduate,No,9447,158,294.0,360.0,0.0,Urban,N
LP1487,Male,Yes,1,Graduate,No,4614,1311,158.0,120.0,1.0,Rural,Y
LP1488,Female,Yes,2,Not Graduate,Yes,2493,1023,186.0,180.0,1.0,Rural,N
LP1489,Female,Yes,0,Not Graduate,Yes,8549,1466,123.0,360.0,1.0,Semiurban,Y
LP1490,Male,Yes,2,Graduate,No,6545,983,161.0,360.0,1.0,Urban,Y
LP1491,Male,Yes,3+,Graduate,No,7647,880,106.0,360.0,1.0,Rural,Y
LP1492,Male,Yes,0,Graduate,No,9329,1165,120.0,360.0,1.0,Rural,Y
LP1493,Male,No,0,Graduate,No,9881,0,216.0,180.0,1.0,Urban,Y
LP1494,Male,No,0,Graduate,No,6091,0,218.0,360.0,1.0,Semiurban,Y
LP1495,Male,Yes,2,Not Graduate,Yes,6833,2820,189.0,360.0,1.0,Urban,Y
LP1496,Male,Yes,1,Graduate,No,8182,1420,137.0,360.0,1.0,Semiurban,Y
LP1497,Male,Yes,1,Graduate,No,8379,1371,100.0,180.0,1.0,Rural,Y
LP1498,Female,Yes,2,Graduate,No,7620,1476,252.0,360.0,1.0,Semiurban,Y
LP1499,Female,No,0,Graduate,No,11809,0,224.0,180.0,1.0,Semiurban,Y
LP1500,Male,Yes,3+,Graduate,No,8345,952,84.0,180.0,1.0,Urban,Y
LP1501,Male,No,0,Graduate,No,9277,0,220.0,120.0,1.0,Rural,Y
LP1502,Male,Yes,0,Graduate,No,7855,1829,140.0,360.0,1.0,Urban,Y
LP1503,Female,Yes,1,Graduate,No,4902,402,205.0,360.0,1.0,Urban,Y
LP1504,Male,No,2,Graduate,No,5614,0,95.0,360.0,1.0,Rural,Y
LP1505,Male,No,0,Graduate,No,4548,0,125.0,360.0,1.0,Urban,Y
LP1506,Female,No,2,Not Graduate,No,10300,0,165.0,360.0,1.0,Urban,Y
LP1507,Female,No,3+,Graduate,No,3985,0,299.0,360.0,0.0,Semiurban,N
LP1508,Female,Yes,0,Graduate,No,6732,893,165.0,360.0,0.0,Urban,N
LP1509,Female,No,3+,Graduate,No,6210,0,237.0,180.0,1.0,Rural,N
LP1510,,,,Graduate,,6152,1112,,,,Urban,Y
LP1511,Male,No,0,Graduate,No,6344,0,171.0,360.0,1.0,Semiurban,Y
LP1512,Female,Yes,0,Graduate,No,12676,2106,193.0,180.0,1.0,Urban,Y
LP1513,Female,No,2,Not Graduate,No,3462,0,156.0,180.0,1.0,Urban,Y
LP1514,Male,Yes,1,Graduate,No,11232,1925,214.0,180.0,1.0,Urban,Y
LP1515,Male,Yes,0,Graduate,No,6538,2090,109.0,360.0,1.0,Semiurban,Y
LP1516,Male,Yes,0,Graduate,No,9636,701,157.0,120.0,1.0,Rural,Y
LP1517,Female,No,1,Not Graduate,Yes,7309,0,310.0,360.0,1.0,Rural,N
LP1518,Female,Yes,0,Graduate,No,4707,630,241.0,360.0,1.0,Semiurban,N
LP1519,Male,Yes,2,Graduate,No,11648,796,179.0,360.0,1.0,Semiurban,Y
LP1520,Male,Yes,2,Graduate,No,10949,1156,228.0,360.0,0.0,Urban,N
LP1521,,,,Graduate,,4828,1222,,,,Rural,N
LP1522,Female,No,3+,Not Graduate,No,8789,0,81.0,360.0,1.0,Semiurban,Y
LP1523,Female,Yes,0,Graduate,No,5705,1562,144.0,360.0,1.0,Rural,Y
LP1524,Female,No,3+,Graduate,No,4041,0,125.0,360.0,1.0,Urban,Y
LP1525,Male,Yes,1,Not Graduate,No,5313,513,97.0,360.0,1.0,Semiurban,Y
LP1526,Male,Yes,1,Not Graduate,Yes,11383,1000,329.0,120.0,0.0,Rural,N
LP1527,Male,No,0,Not Graduate,Yes,9725,0,197.0,360.0,1.0,Rural,Y
LP1528,Male,No,2,Graduate,No,6371,0,225.0,360.0,1.0,Urban,Y
LP1529,Female,Yes,0,Graduate,No,11404,990,127.0,360.0,1.0,Semiurban,Y
LP1530,Female,Yes,0,Graduate,No,10627,244,143.0,120.0,1.0,Rural,Y
LP1531,Female,No,0,Graduate,No,5316,0,159.0,180.0,0.0,Urban,N
LP1532,Female,Yes,1,Graduate,No,12475,3229,184.0,360.0,0.0,Rural,N
LP1533,Male,No,0,Graduate,No,6188,0,211.0,360.0,1.0,Urban,N
LP1534,Female,No,1,Graduate,No,6494,0,86.0,360.0,1.0,Rural,Y
LP1535,Female,No,2,Graduate,No,3490,0,206.0,60.0,1.0,Rural,Y
LP1536,Female,Yes,0,Graduate,No,5667,326,147.0,180.0,1.0,Urban,Y
LP1537,,,,Graduate,,6751,0,,,,Semiurban,Y
LP1538,Male,Yes,0,Not Graduate,No,7936,2304,257.0,360.0,1.0,Urban,Y
LP1539,Male,Yes,2,Graduate,No,4713,786,177.0,360.0,0.0,Semiurban,N
LP1540,,,,Graduate,,5402,2263,,,,Rural,Y
LP1541,Male,Yes,0,Graduate,No,12584,1366,143.0,360.0,0.0,Rural,N
LP1542,Male,No,1,Graduate,No,10358,0,184.0,360.0,1.0,Urban,Y
LP1543,Male,No,0,Graduate,Yes,11086,0,252.0,360.0,1.0,Urban,Y
LP1544,Male,No,0,Graduate,Yes,6956,0,163.0,120.0,0.0,Semiurban,N
LP1545,Male,Yes,2,Graduate,No,8022,1008,131.0,360.0,1.0,Semiurban,Y
LP1546,Male,Yes,0,Graduate,No,8862,982,161.0,360.0,0.0,Semiurban,N
LP1547,Male,Yes,0,Graduate,No,12511,755,178.0,360.0,1.0,Urban,Y
LP1548,Male,No,0,Graduate,No,4013,0,107.0,180.0,1.0,Rural,Y
LP1549,Female,Yes,2,Not Graduate,No,5868,4416,98.0,360.0,0.0,Urban,N
LP1550,Male,No,0,Not Graduate,No,7755,0,132.0,360.0,1.0,Rural,Y
LP1551,Female,Yes,0,Graduate,No,7326,2939,280.0,360.0,0.0,Urban,N
LP1552,Male,Yes,1,Graduate,No,5378,716,246.0,180.0,0.0,Urban,N
LP1553,Male,No,2,Graduate,No,8578,0,92.0,60.0,1.0,Semiurban,Y
LP1554,Female,Yes,0,Not Graduate,No,5951,3640,114.0,180.0,1.0,Rural,Y
LP1555,Male,No,0,Graduate,No,7133,0,210.0,360.0,1.0,Urban,Y
LP1556,Male,No,0,Graduate,No,8438,0,137.0,120.0,1.0,Urban,Y
LP1557,Male,Yes,0,Not Graduate,No,6051,1802,188.0,360.0,1.0,Rural,N
LP1558,Female,Yes,0,Graduate,No,9420,1067,93.0,360.0,1.0,Urban,Y
LP1559,Male,Yes,1,Not Graduate,No,10065,1453,160.0,360.0,1.0,Rural,Y
LP1560,Female,No,1,Graduate,Yes,5449,0,154.0,360.0,1.0,Semiurban,Y
LP1561,Male,Yes,1,Graduate,No,5936,1124,225.0,180.0,1.0,Semiurban,Y
LP1562,Male,Yes,0,Graduate,No,4950,2607,184.0,360.0,1.0,Rural,N
LP1563,Male,Yes,2,Not Graduate,No,7075,404,168.0,360.0,1.0,Semiurban,Y
LP1564,Male,No,0,Not Graduate,No,7934,0,87.0,360.0,0.0,Rural,N
LP1565,,,,Graduate,,6257,2137,,,,Urban,Y
LP1566,Male,No,1,Graduate,No,7852,0,204.0,360.0,1.0,Urban,Y
LP1567,Male,No,0,Graduate,No,5880,0,123.0,360.0,1.0,Rural,Y
LP1568,Female,Yes,1,Not Graduate,No,5948,1431,166.0,360.0,1.0,Urban,Y
LP1569,Male,Yes,0,Graduate,Yes,8084,1166,139.0,360.0,0.0,Semiurban,Y
LP1570,Male,No,1,Graduate,No,6087,0,148.0,360.0,1.0,Urban,Y
LP1571,Female,Yes,0,Graduate,No,6937,1029,244.0,180.0,1.0,Urban,Y
LP1572,Male,No,0,Graduate,No,8189,0,114.0,360.0,1.0,Rural,Y
LP1573,Male,Yes,2,Graduate,No,7811,4006,207.0,180.0,1.0,Semiurban,Y
LP1574,Female,Yes,0,Graduate,No,2911,1235,248.0,120.0,1.0,Urban,Y
LP1575,Female,No,2,Graduate,No,5910,0,195.0,180.0,1.0,Urban,Y
LP1576,Male,Yes,0,Not Graduate,No,10453,1749,151.0,360.0,1.0,Rural,Y
LP1577,Female,Yes,1,Graduate,No,3942,705,121.0,360.0,1.0,Rural,Y
LP1578,Male,Yes,1,Graduate,No,2361,2440,126.0,60.0,0.0,Semiurban,N
LP1579,Male,Yes,0,Not Graduate,No,8714,677,168.0,360.0,1.0,Urban,Y
LP1580,Male,Yes,0,Graduate,No,7755,2204,163.0,360.0,1.0,Rural,Y
LP1581,Female,Yes,0,Graduate,No,4722,1012,217.0,360.0,1.0,Rural,Y
LP1582,Male,No,0,Graduate,Yes,7391,0,95.0,360.0,1.0,Rural,Y
LP1583,Male,Yes,0,Not Graduate,No,5628,2321,243.0,60.0,0.0,Semiurban,N
LP1584,Male,No,1,Graduate,No,8480,0,400.0,360.0,1.0,Rural,Y
LP1585,Male,Yes,3+,Not Graduate,Yes,2480,2283,156.0,360.0,1.0,Semiurban,Y
LP1586,Male,No,2,Graduate,No,6461,0,147.0,360.0,1.0,Semiurban,Y
LP1587,Male,Yes,2,Graduate,No,5817,3457,152.0,360.0,1.0,Urban,Y
LP1588,Male,No,2,Graduate,Yes,9433,0,166.0,360.0,1.0,Urban,Y
LP1589,Male,Yes,1,Not Graduate,No,3530,1202,143.0,360.0,1.0,Semiurban,Y
LP1590,Male,Yes,0,Graduate,No,7218,2870,82.0,360.0,1.0,Urban,Y
LP1591,Male,Yes,3+,Not Graduate,Yes,8675,2672,151.0,360.0,1.0,Urban,Y
LP1592,Male,Yes,1,Graduate,No,13423,1288,112.0,180.0,1.0,Rural,Y
LP1593,Male,Yes,1,Graduate,No,5941,1277,169.0,360.0,1.0,Urban,Y
LP1594,Female,Yes,0,Graduate,Yes,7983,589,254.0,360.0,0.0,Semiurban,N
LP1595,Male,No,0,Not Graduate,No,3604,0,114.0,360.0,1.0,Urban,Y
LP1596,Male,Yes,0,Graduate,No,7085,315,294.0,360.0,1.0,Rural,N
LP1597,Male,Yes,2,Graduate,Yes,10744,2186,140.0,180.0,1.0,Semiurban,Y
LP1598,Male,Yes,0,Graduate,No,13475,2218,118.0,180.0,1.0,Urban,Y
LP1599,Male,No,0,Not Graduate,No,8259,0,204.0,360.0,1.0,Semiurban,Y
LP1600,Male,Yes,3+,Graduate,No,3935,3239,134.0,360.0,1.0,Urban,Y
LP1601,Male,Yes,0,Graduate,No,11400,774,157.0,360.0,1.0,Rural,Y
LP1602,Male,Yes,0,Graduate,No,3946,6894,161.0,360.0,1.0,Urban,Y
LP1603,Male,No,0,Graduate,No,4565,0,199.0,360.0,1.0,Semiurban,Y
LP1604,Male,No,1,Graduate,No,11775,0,155.0,60.0,1.0,Semiurban,Y
LP1605,Male,Yes,3+,Not Graduate,No,6899,572,149.0,360.0,1.0,Semiurban,Y
LP1606,Male,No,0,Not Graduate,No,5705,0,139.0,60.0,1.0,Urban,Y
LP1607,Male,No,2,Graduate,No,9113,0,192.0,360.0,1.0,Urban,Y
LP1608,Male,Yes,0,Graduate,Yes,7536,308,132.0,360.0,1.0,Urban,Y
LP1609,Male,No,3+,Graduate,Yes,10375,0,257.0,360.0,1.0,Rural,Y
